ID_Ref;Paremia_ID;Paremia_Canonica;Desautomatizacion;Mecanismo;Mecanismos_Secundarios;Patron_Sintactico;Dominio_Meta;Elementos_Sustituidos;Hash;Check
58538;1500;Donde dije digo, digo Diego;Donde dije digo digo telecinco;Sustitución;;Donde dije digo, digo [Sust];Medios de Comunicación;"{""Diego"": ""telecinco""}";39332caec949008937f2978892bb3da6f060120f3e520d9f4bd26a054fdb02d7;
58544;1525;Donde hay confianza, da asco;En donde hay confianza, cariño, reclamos e incluso peleas.;Adición;Permutación;En donde hay [Sust], [Adición] e incluso [Sust];Relaciones Interpersonales;"{""da asco"": ""cariño, reclamos e incluso peleas"", """": ""En donde, cariño, reclamos e incluso peleas""}";8d3632b8473a57f6e3a69769722be453bdaba96b7d688ddeed5e97e80ba90bac;
58544;1525;Donde hay confianza, da asco;R. bode: no, donde hay confianza, hay buen rollo.;Negación Semántica;;No [Sust], [Sust];General;"{""da asco"": ""hay buen rollo""}";993ae9f356f1cf7a877437ed36d7a88a32100b9983ebf9bf6afcc6f51aea9862;
58550;1547;Donde menos se piensa salta la liebre;En donde menos se piensa salta un ingrato.;Sustitución;;En donde menos se piensa salta [Sust];General;"{""la liebre"": ""un ingrato""}";ad74cb7ccc74c33c4a22aea5b9c04433c9cb9eb143f8839d6b18fb0aa9fc2c64;
58550;1547;Donde menos se piensa salta la liebre;En el momento menos esperado “ salta la liebre ”.;Adición;;En [Sust] “ [Paremia] ”;General;"{"""": ""En el momento menos esperado""}";271aa80e91f26e513fdf1de554e98bf6302e392b4a1e7be9f28ac8bc515c30e8;
58550;1547;Donde menos se piensa salta la liebre;En la tercera salta la liebre y el llanto.;Adición;Permutación;En [Sust] salta la liebre y [Sust];General;"{""donde menos se piensa"": ""en la tercera"", """": ""y el llanto""}";1a440ecd3727953ee961e57dcaff7c22a18221299e71188d8e6bb720ff21169d;
58550;1547;Donde menos se piensa salta la liebre;Donde menos se piensa salta el cazador... de brujas.;Sustitución;Adición;Donde menos se piensa salta el [Sust];Cine/Literatura;"{""liebre"": ""el cazador... de brujas""}";0e32a9e721ba2f0614ab0ca87b38cec32f2458a66ed71eca23745cdd3ef44805;
58550;1547;Donde menos se piensa salta la liebre;Uno nunca sabe por dónde salta la liebre;Sustitución;Permutación;Donde/Uno nunca [Sust] sabe por dónde/Donde [Sust] salta la liebre;General;"{""Donde menos se piensa"": ""Uno nunca sabe por dónde""}";a3c4c6f46493f7616f54ed484b9b4aed3f879d8c02b349e2b48025914943e99c;
58550;1547;Donde menos se piensa salta la liebre;Donde menos se piensa salta una persona caritativa.;Sustitución;;Donde menos se piensa salta [Sust];General;"{""la liebre"": ""una persona caritativa""}";f98018590b1f85a4b039253b0e193b2941b234dea7fd8e431aeaf28af28c720c;
58550;1547;Donde menos se piensa salta la liebre;Donde menos se piensa salta el gatoliebre, tegueste, ediciones baile del sol,;Adición;Fusión;Donde menos se piensa salta [Sust], [Adición];General;"{""liebre"": ""el gatoliebre"", """": ""tegueste, ediciones baile del sol""}";101c2f747921b4f39d606d5a810035a13548a3bb1313126532e55be8e0058d9f;
58550;1547;Donde menos se piensa salta la liebre;A ver 'si salta la liebre '.;Truncamiento;;A ver 'si [Sust]' ;General;{};817f480b322e3a0e67a4c92df2056b4f7c68e79957c6e70db7070331787bc2f1;
58550;1547;Donde menos se piensa salta la liebre;En cuando salta la liebre y tienes suerte;Fusión;Sustitución;En [Sust] salta la liebre y [Sust];General;"{""Donde menos se piensa"": ""En cuando"", """": ""y tienes suerte""}";e1eb61c22e713dc9b8d5548cb103f124c4ca27da1e384cc6b6e043cde669a398;
58566;1596;El amor es ciego;El amor es hambre.;Sustitución;;El [Sust] es [Sust];General;"{""cego"": ""hambre""}";63af0cedef7c71eff6940e4d32919fd42368ab03e4b27e5d41f732128129578b;
58566;1596;El amor es ciego;El amor es alegre.;Sustitución;;El [Sust] es [Sust];General;"{""ciego"": ""alegre""}";dc7ac817a52bb2b41ea83551db546d2d88ef059e930672f0275f789f710cff5b;
58566;1596;El amor es ciego;El amor es extraño.;Sustitución;;El [Sust] es [Sust];General;"{""ciego"": ""extraño""}";d6777206bc2505cc1f2f550de84d60ca332a1767b33d7dfcdf1dedd6ef4ab675;
58566;1596;El amor es ciego;El amor es simple.;Sustitución;;El [Sust] es [Sust];General;"{""ciego"": ""simple""}";7adf806dc88a7166c4aace6c9adff7ff4c3a264ba745861c528b6ad387083956;
58566;1596;El amor es ciego;El amor es un crimen;Sustitución;;El [Sust] es [Sust];General;"{""amor"": ""amor"", ""ciego"": ""un crimen""}";d29177a296d1c25189fd5cf938649fc1077f175e834d46ea88367c697589f03a;
58566;1596;El amor es ciego;El amor es música.;Sustitución;;El [Sust] es [Sust];General;"{""amor"": ""amor"", ""ciego"": ""música""}";460d59bd053f6be6f637453bdb3d6a5c4400016ba0904206f3ca844fbb6af08f;
58566;1596;El amor es ciego;El amor es otra cosa.;Sustitución;;El [Sust] es [Sust];General;"{""ciego"": ""otra cosa""}";535c68748fc064a670e2c1a5c6fd714eb7f4bf8b4bfbb82289052623c7575c1d;
58566;1596;El amor es ciego;El amor es eterno.;Sustitución;;El [Sust] es [Sust];General;"{""ciego"": ""eterno""}";0aaf05cf37644b2d49c727de85e38a30428d8d09bce6fa09a22d2bc5a22c7009;
58566;1596;El amor es ciego;El amor eres tú.;Sustitución;;El [Sust] es [Sust];General;"{""amor"": ""amor"", ""es ciego"": ""eres tú""}";cf470c3f6abbc773f56106eee5d6aa0415d4a460f507d76b46b9532789c0ccfe;
58566;1596;El amor es ciego;El amor es algo tan malo;Sustitución;;El [Sust] es [Sust];General;"{""amor"": ""amor"", ""ciego"": ""algo tan malo""}";03cfe5453a376c1c2ae763a250e57c3ec091314ccd51ee46337c4852b7f0571b;
58566;1596;El amor es ciego;El amor es un arte).;Sustitución;;El [Sust] es [Sust];General;"{""amor"": ""amor"", ""ciego"": ""un arte""}";889ae3a5307dca1aa8d3e69fc14335c3814b8be357cec2f1c5d88ef1412ef888;
58566;1596;El amor es ciego;El amor es frío;Sustitución;;El [Sust] es [Sust];General;"{""ciego"": ""frío""}";d0e274e434412307d15ae3b102d905987bd8529f1dcb7c69ab804217fefee19a;
58579;1631;El buen paño, en el arca se vende;"La nueva moda en el arca se vende ""?.";Sustitución;;El [Sust] paño, en el [Sust] se vende;Moda/Comercio;"{""buen"": ""nueva moda"", ""arca"": ""el arca""}";2f6e028d4d67419b5518c698febea2a59ddb6d542d28cde67a33a6e50386352d;
58584;1637;El buey suelto bien se lame;Solteron el buey suelto;Sustitución;Permutación;[Sust] el buey [Sust];General;"{""El buey suelto"": ""Solteron el buey"", ""bien se lame"": """"}";2876fab796dfc0ba8ad438143ce06bc81a525597143eb81c40e529e033aba168;
58603;1683;El fin justifica los medios;El fin lo justifica todo.;Sustitución;;El [Sust] [Sust] lo [Sust];General;"{""fin"": ""fin"", ""justifica los medios"": ""lo justifica todo""}";d41c2341a47dae8ed8890e76effebd97fae72c1dae083ea3ce305ae530c5e437;
58603;1683;El fin justifica los medios;El fin superior lo justifica todo;Sustitución;;El [Sust] [Sust] lo justifica [Sust];General;"{""fin"": ""fin superior"", ""medios"": ""todo""}";9b0a5fd2c04f62ee0c3dd53fe56cf3ea7aadd65251a660a1e860d41cdab14a17;
58603;1683;El fin justifica los medios;Un buen fin nunca justifica un mal medio.;Metalogismo;;Un [Sust] fin [Sust] justifica un [Sust] medio;General;"{""El fin"": ""Un buen fin"", ""justifica"": ""nunca justifica"", ""los medios"": ""un mal medio""}";284fc67c4c258af5458923724f84ab53c79967b8000729916a286aa50edc506c;
58603;1683;El fin justifica los medios;En esa lógica torcida, el fin justifica cualquier medio.;Adición;;En [Sust] lógica, el fin justifica [Sust] medio;General;"{"""": ""En esa lógica torcida"", ""los medios"": ""cualquier medio""}";e3e604b2a48f316e4e78c561f816cb382b4c4be84644a9e50b0c6bed7056c99d;
58603;1683;El fin justifica los medios;El fin justifica sus estrategias poco éticas.;Sustitución;;El fin justifica [Sust];Ética/Moral;"{""los medios"": ""sus estrategias poco éticas""}";612f75999ba1cb8f7aac5675f5b5a7d380ecd9590d2cf054b47bfb546d59fe8c;
58603;1683;El fin justifica los medios;El fin justifica cualquier medio;Sustitución;;El fin justifica [Sust] los medios;General;"{""los medios"": ""cualquier medio""}";d0459e40969a3f0c0dead3681511f47f13e1f0abf0b154b3b7307b6b0cdded94;
58603;1683;El fin justifica los medios;El fin justifica este engaño;Sustitución;;El fin justifica [Sust];General;"{""los medios"": ""este engaño""}";2d13e7ac03a9821fd3af174636ab0fa22c05615ada3fdbe0b60fa1b51eac08fc;
58603;1683;El fin justifica los medios;El fin justifica cualquier medio, aunque sea malo.;Adición;;El fin justifica [Sust] medio;General;"{""los medios"": ""cualquier medio, aunque sea malo""}";17eb4be675c7e0514c17beeb03dbd850ad9528b9e465e8f8391ae1342398d02b;
58607;1689;El hábito no hace al monje;"La idea de que ""el habitus hace al monje";Metasemema;Sustitución;La [Sust] de que [Sust] hace al [Sust];Filosofía/Sociología;"{""hábito"": ""habitus"", ""no"": """", ""monje"": ""monje""}";157cff00158104c5178421837f69eeaf90d225063f065629f811f3a3d445f3ef;
58607;1689;El hábito no hace al monje;El medio no hace al monje (¿o era el hábito?).;Fusión;Permutación, Adición;El [Sust] no hace al monje;General;"{""hábito"": ""medio""}";6a115b6d47b7f43946a9f63e097a42d28e232bdd0666954ad556c72fdb83650d;
58607;1689;El hábito no hace al monje;La herramienta no hace al monje;Sustitución;;El [Sust] no hace al monje;General;"{""hábito"": ""herramienta""}";60bbc069706de9c043fb919259d58618f4272e5062bb95ef8d310ebd2a90dd44;
58607;1689;El hábito no hace al monje;El hábito no hace al presidente;Sustitución;;El [Sust] no hace al [Sust];General;"{""monje"": ""presidente""}";21a25e9cae40a130286de00ad4c60ac7922dbfb8b6feb9166183f21a01f630af;
58607;1689;El hábito no hace al monje;La no apariencia si hace al monje;Metasemema;Anacoluto;La [Sust] si hace al monje;General;"{""El hábito no"": ""La no apariencia si""}";36141da583b0465978246b892e795f7e647eafdfcc26f885883f62882155d3eb;
58607;1689;El hábito no hace al monje;"Que en este caso, sí "" hace al monje";Metalogismo;;Que en este caso, sí [Sust] al [Sust];General;"{""no"": ""sí"", ""hace"": ""hace""}";ed3ea62fa010433757cc5e7ce3fbb50942b0c0bcb1e2cdb4c17fb210eb92d821;
58608;1691;El hambre agudiza el ingenio;La crisis agudiza el ingenio;Sustitución;;[Sust] agudiza el ingenio;Economía;"{""hambre"": ""crisis""}";40f6df5cea9b5b93b9eb8f1b7d00baf70df3c47eb42a03e3a03b8160361caab4;
58608;1691;El hambre agudiza el ingenio;Viajar agudiza el ingenio;Sustitución;;[Sust] agudiza el ingenio;General;"{""El hambre"": ""Viajar""}";379cd57626577af197fee4e1748059d3cca6fd36f8f3f509cc595d41b8e19327;
58608;1691;El hambre agudiza el ingenio;La falta de personal agudiza el ingenio;Sustitución;;La [Sust] agudiza el ingenio;General;"{""hambre"": ""falta de personal""}";4e9006e1f390603f5538447b59482d6dd0973a4c4ecd4c692fda539f843d4519;
58608;1691;El hambre agudiza el ingenio;La necesidad agudiza el ingenio;Sustitución;;[Sust] agudiza el ingenio;General;"{""hambre"": ""necesidad""}";c3e138403ccd6f81b217aeaa54c2c7368d6a2063372eb4a6080500b530a6ce4f;
58608;1691;El hambre agudiza el ingenio;El sector de equipamiento comercial agudiza el ingenio;Sustitución;;El [Sust] agudiza el ingenio;Economía/Comercio;"{""hambre"": ""sector de equipamiento comercial""}";50e15ed86634833c688a8f58cc422cf2177b695a3193d7e0c21bfcc530d90315;
58608;1691;El hambre agudiza el ingenio;Tener poco dinero agudiza el ingenio;Sustitución;;Tener [Sust] agudiza el ingenio;Economía/Finanzas;"{""hambre"": ""poco dinero""}";baf03559345981ae1c73d0dff820661793716ec7227b4c2646e08a98b008def6;
58608;1691;El hambre agudiza el ingenio;La necesidad agudiza el ingenio de bmw;Sustitución;;[Sust] agudiza el ingenio;General;"{""hambre"": ""necesidad""}";ab23807023c8648bbfd2e973fcf2ac70133226dff0e96efeb23bcce768e5c9cb;
58608;1691;El hambre agudiza el ingenio;La falta de libertad agudiza el ingenio del hombre.;Sustitución;;[Sust] agudiza el [Sust];General;"{""hambre"": ""falta de libertad"", ""ingenio"": ""ingenio del hombre""}";af4ff80c9ddeefcc1d63e9a6d01e983665506713790cf4799632add51ed601fa;
58608;1691;El hambre agudiza el ingenio;La bici agudiza el ingenio;Sustitución;;[Sust] agudiza el ingenio;General;"{""El hambre"": ""La bici""}";3691299388aafc116ebd747879836daa261667c38f3537a5ff0b6ba8d2a55893;
58608;1691;El hambre agudiza el ingenio;La crisis agudiza el ingenio y aprieta el bolsillo.;Adición;Permutación;[Sust] agudiza el ingenio [Adición];Economía/Finanzas;"{""hambre"": ""crisis"", """": ""y aprieta el bolsillo""}";0fc2b4a0b533ed2f0a3adadf95c1f8bdf0f9454060e9a2a39f6ad571c25a6ed8;
58615;1703;El hombre propone, y Dios dispone;"El hombre invisible; el hombre es dios visible.";Fusión;Metasemema;"El [Sust] [Relacion]; el [Sust] es [Sust] [Relacion]";Filosofía/Religión;"{""hombre propone"": ""hombre invisible"", ""Dios dispone"": ""hombre es dios visible""}";20247425236b7b95330dc7110e7b8b3ee369c1f7a510bcd9bbb18d53778d9702;
58615;1703;El hombre propone, y Dios dispone;El resto, pero el hombre propone, y los webmasters disponen.;Adición;Sustitución;El [Sust] propone, y [Sust] disponen;Tecnología/Internet;"{""Dios"": ""los webmasters"", """": ""El resto""}";50e0ccdee7c2f4910b461e63bc68cda04a5cd45bb6cb810adea2a7ec41c0eb05;
58635;1764;El muerto al hoyo y el vivo al bollo;El finado al hoyo y el vivo al bollo. 'l'air du temps'.;Sustitución;Adición;El [Sust] al hoyo y el vivo al bollo;General;"{""muerto"": ""finado""}";c186564c93cde965d8b5bd5f96c3002ed3f1f3f01db6a729b7c40bac6dfc5afd;
58635;1764;El muerto al hoyo y el vivo al bollo;El muerto al hoyo y el vivo........... ¡¡a presidente;Sustitución;Anacoluto;El muerto al hoyo y el vivo a [Sust];Política/Sociedad;"{""bollo"": ""presidente""}";a568ad727aa8159b85976cde3b511f04502fd62f4cc120015679da1a7ca3b9c5;
58635;1764;El muerto al hoyo y el vivo al bollo;Una vez más, se cumplirá aquello del muerto al hoyo y el vivo al meollo.;Sustitución;Adición;El muerto al [Sust], y el vivo al [Sust];General;"{""bollo"": ""meollo""}";fc54b33f8e5f39618d425b113cc339505ad247b457a08642d5c14378f5a0f112;
58635;1764;El muerto al hoyo y el vivo al bollo;Al hoyo y el vivo al bollo!!!.;Truncamiento;;Al [Sust] y el [Sust] al [Sust];General;{};53a0babd3418cf710e39b7bf9aca6a64ddcc8097fd555cbdcefb5886bda9e078;
58635;1764;El muerto al hoyo y el vivo al bollo;El muerto al hoyo y el vivo a la boda del escorial.;Sustitución;Adición;El muerto al hoyo y el vivo a [Sust];General;"{""bollo"": ""la boda del escorial""}";def8cfacc7bba19a1a36f192e91e89306b5290edcf335979f19704327b54a8a8;
58635;1764;El muerto al hoyo y el vivo al bollo;El muerto al hoyo y el vivo... volquetes de putas.;Anacoluto;Fusión;El muerto al hoyo y el vivo...;General;"{""al bollo"": ""volquetes de putas""}";e991f0f0781a898d2ad279d2b2823744b1a789d54919d83288334fdf40e3266d;
58636;1774;El mundo es un pañuelo;El mundo es un escenario.;Sustitución;;El [Sust] es un [Sust];General;"{""mundo"": ""mundo"", ""pañuelo"": ""escenario""}";eae4fbcceae5d83659f73748bc4d15da59bf1bf3179ec1ec6ccb37b4aaafd628;
58636;1774;El mundo es un pañuelo;El mundo es un infierno;Sustitución;;El [Sust] es un [Sust];General;"{""mundo"": ""mundo"", ""pañuelo"": ""infierno""}";7225fe164287e076afc65b6c4aa976c2b6b861d9553b12369af3669935df2f43;
58636;1774;El mundo es un pañuelo;El mundo es mío;Sustitución;;El [Sust] es [Sust];General;"{""mundo"": ""mundo"", ""pañuelo"": ""mío""}";77630984e4fc8212a14febcc4bfc105dd9a3b39d8d292df49a2ae9dbda97a664;
58636;1774;El mundo es un pañuelo;El mundo es tu público.;Sustitución;;El [Sust] es [Sust];General;"{""mundo"": ""mundo"", ""pañuelo"": ""público""}";b75445fa01f1d3b8372c200a2d3f8efd8a3e8c92bd344b3062f4a70b7c42ce02;
58636;1774;El mundo es un pañuelo;El mundo es cruel;Sustitución;;El [Sust] es [Sust];General;"{""mundo"": ""mundo"", ""pañuelo"": ""cruel""}";12d2316a551741d79aa174624953815d25933e893047e14b95b90ca6e3d1e271;
58636;1774;El mundo es un pañuelo;Todo el mundo es un tonto para algo.;Sustitución;Permutación;Todo [Sust] es [Sust] para [Sust];General;"{""mundo"": ""mundo"", ""pañuelo"": ""tonto para algo""}";b05d4b59ee35df458ccdbea1cd0eb5ce48e481b5a4abef2b49902169495dd571;
58636;1774;El mundo es un pañuelo;El mundo es un genio.;Sustitución;;El [Sust] es un [Sust];General;"{""mundo"": ""mundo"", ""pañuelo"": ""genio""}";58fd8de95a126ec88a82ed13c978b70578411492385ecf650768e029fb3f8da2;
58636;1774;El mundo es un pañuelo;Este mundo es un mar de sangre;Sustitución;Metasemema;Este [Sust] es un [Sust];General;"{""mundo"": ""mundo"", ""pañuelo"": ""mar de sangre""}";a153d6c9a5f52f701ab2a1f34363520279851dd050bd52aa96606239ca655b3b;
58636;1774;El mundo es un pañuelo;El mundo es un simulacro.;Sustitución;;El [Sust] es un [Sust];Filosofía/Sociología;"{""mundo"": ""mundo"", ""pañuelo"": ""simulacro""}";2962392977d838a2258fbc3567b9450a33fa05dec56f89f4ce7b290275f36287;
58636;1774;El mundo es un pañuelo;El mundo es un poli hoy día.;Sustitución;;El [Sust] es un [Sust];General;"{""mundo"": ""mundo"", ""pañuelo"": ""poli""}";d213812eec87d2de42ea0521bdb33a6cefe26970defd845807c70d3179e2e56d;
58636;1774;El mundo es un pañuelo;El mundo es un mundo sonoro.;Sustitución;;El [Sust] es un [Sust];General;"{""mundo"": ""mundo"", ""pañuelo"": ""mundo sonoro""}";3407f5664bf3cb2713a7cfb35b2a18c91375600af50d3603174df26c5e19d73b;
58636;1774;El mundo es un pañuelo;Para mi si, es un pañuelo de mocos.;Sustitución;Adición;El mundo es un [Sust];General;"{""pañuelo"": ""pañuelo de mocos""}";fb4e8ea62b2df4646231a8bbf7b7cadf79ffe37f41638072a8aa52b96ea7da9a;
58636;1774;El mundo es un pañuelo;El mundo es un holograma!;Sustitución;;El [Sust] es un [Sust];Filosofía/Realidad;"{""mundo"": ""mundo"", ""pañuelo"": ""holograma""}";6528e119d2cd283dba9ca73fb7191b79b192ff4c75567e7bf55868c7e4e0fb26;
58636;1774;El mundo es un pañuelo;El mundo es un flujo perenne;Sustitución;;El [Sust] es un [Sust];General;"{""mundo"": ""mundo"", ""pañuelo"": ""flujo perenne""}";a077cc8bf35bf57e0f897fa85dac661720c415a646cc59a2e2b8e2f082a08982;
58636;1774;El mundo es un pañuelo;Internet es un pañuelo;Sustitución;;El [Sust] es un pañuelo;Tecnología/Internet;"{""mundo"": ""Internet""}";48d3ac056f52c273f55a2cfab5ed66c83c709b83b5f51acc70df174bb4b4dc9f;
58641;1791;El perro del hortelano, que ni come ni deja comer;La custodia de su hija y arremete contra adara molinero: 'ni come ni deja comer;Adición;Permutación;[Adición] ni [Sust] ni [Sust];General;"{""come"": """", ""deja comer"": """", """": ""La custodia de su hija y arremete contra adara molinero: ""}";0d460061fab112dccd66824c374f86c2a38a59d4677852a57f841fb7448a624c;
58641;1791;El perro del hortelano, que ni come ni deja comer;Los puercos de mi tia ruperta, ni come ni deja comer.;Sustitución;Permutación;Los [Sust] de [Sust], ni [Sust] ni [Sust] dejar [Sust];General;"{""perro"": ""puercos"", ""hortelano"": ""mi tia ruperta"", ""come"": ""come"", ""dejar"": ""dejar"", ""comer"": ""comer""}";873055a7a9b863d4902236e6186bbedbf3663574c14a64633d61ffd535dca34f;
58641;1791;El perro del hortelano, que ni come ni deja comer;Soy el que no come ni deja comer.;Sustitución;Truncamiento;Soy el que [Sust] ni [Sust] ni [Sust];General;"{""El perro del hortelano"": ""Soy el que"", ""come"": ""come"", ""deja comer"": ""deja comer""}";d2a3b548545672135c603f8fd7af43f363524e5fdbaa1dcdb66ded5c896d8f35;
58641;1791;El perro del hortelano, que ni come ni deja comer;Ni come ni deja comer.;Truncamiento;;Ni [verbo] ni [verbo];General;{};36f99ab1ae1f7a0c5bf2975bb8ac4479cb5096cca261a23d688c1b6c6d728b74;
58641;1791;El perro del hortelano, que ni come ni deja comer;Sobre álvarez, sumar dice que podemos ni come ni deja comer.;Sustitución;Permutación;Sobre [Sust], [Verbo] dice que [Sust] ni [Verbo] ni [Verbo];Política/Opinión;"{""El perro del hortelano"": ""Sobre álvarez"", ""come"": ""come"", ""deja comer"": ""deja comer""}";989bdad5b7b4f78f4d520cf544a49476942704c6ed80207c76c6465b36d15db1;
58641;1791;El perro del hortelano, que ni come ni deja comer;El papel del expresidente: ni come ni deja comer y marca condiciones.;Sustitución;Adición;El [Sust] del [Sust]: [Sust] [Sust] [Sust];Política;"{""perro"": ""papel"", ""hortelano"": ""expresidente"", ""come ni deja comer"": ""ni come ni deja comer y marca condiciones""}";d000dba776e89c2bfabd7977d05d26644420c2a1db84235c947c802364426f74;
58641;1791;El perro del hortelano, que ni come ni deja comer;Es un comemierda, que ni come ni deja comer.;Sustitución;Metasemema;[Sust], que ni [acción] ni deja [acción];General;"{""El perro del hortelano"": ""un comemierda""}";ea473dbf0cbaae3fbc2b508b086d6bccebbc04065ae119ff6e7d621a28536eee;
58641;1791;El perro del hortelano, que ni come ni deja comer;El perro del hortelano, que ni come las coles, ni deja que se las coma el amo;Adición;Permutación;El perro del hortelano, que ni [Sust] ni deja [Sust];General;"{""come"": ""come las coles"", ""deja comer"": ""deja que se las coma el amo""}";dcb6483619f085441cec26036cf1386adf0531b8a19749dc79714838d529bdc3;
58641;1791;El perro del hortelano, que ni come ni deja comer;Estamos en una situación de ' perro del hortelano ' que no hace ni deja hacer.;Sustitución;Truncamiento;Estamos en una situación de 'perro del hortelano' que [Sust] ni [Sust] ni [Sust];General;"{""come"": ""hace"", ""deja comer"": ""deja hacer""}";0e5843866f3eb27af0a8c7312baa10084ad8eeb546031bae577f869aed84e9bb;
58641;1791;El perro del hortelano, que ni come ni deja comer;No come ni deja comer;Truncamiento;;No [verbo] ni [verbo];General;{};afdc3a8b67ff82a850f52b0402ac5721c3323de722345d3134fc336e46e6444b;
58641;1791;El perro del hortelano, que ni come ni deja comer;Es la conocida actitud de quien no come ni deja comer.;Sustitución;Permutación;Es la [Sust] actitud de quien [Sust];General;"{""El perro del hortelano, que ni come ni deja comer"": ""la conocida actitud de quien no come ni deja comer""}";7b6e99f7f1735f2e19635f0851c507ae2772ba575d61203b1348a1e0dd772fd8;
58641;1791;El perro del hortelano, que ni come ni deja comer;Está bueno ese concejal del pp. ni come ni deja comer.;Sustitución;Permutación;Está [Sust] ese [Sust], ni [Sust] ni deja [Sust];Política;"{""bueno"": ""bueno"", ""perro del hortelano"": ""concejal del pp"", ""come"": ""come"", ""dejar comer"": ""dejar comer""}";0dabd877f324d1a122ba9f0ae940cf8252946bca42bf1ecf09280dc484d1499f;
58641;1791;El perro del hortelano, que ni come ni deja comer;No pasan ni una: son como el perro del hortelano, ni hace ni dejan hacer.;Adición;Permutación;Son como [Sust], ni [Verbo] ni dejan [Verbo];General;"{""el perro del hortelano, que ni come ni deja comer"": ""el perro del hortelano, ni hace ni dejan hacer"", """": ""No pasan ni una: son como""}";eb45fe285d5116ac57114fe3df1a6c4e0aaf774dbc283bf8049e449519bacda4;
58641;1791;El perro del hortelano, que ni come ni deja comer;El partido socialista ni come ni deja comer.;Sustitución;Truncamiento;El [Sust] ni [Acción] ni deja [Acción];Política;"{""perro del hortelano"": ""partido socialista"", ""come"": ""come""}";05feffbc8d2b937907b63331815658c4e28f50e2fb45d974b90dcd696c411707;
58641;1791;El perro del hortelano, que ni come ni deja comer;#55 el psoe es una mierda de partido que ni come ni deja comer.;Sustitución;Adición;[Sust] es una mierda de [Sust] que ni come ni deja comer;Política;"{""El perro del hortelano"": ""el psoe"", ""partido"": """"}";1d935fd91bd968f356ba562fa40835eb7d9d1669248482f8466bff7d25e9077a;
58650;1820;El primer paso es el que cuesta;Lo primero (y lo que más cuesta ) es reconocerlo.;Sustitución;Permutación;Lo [Sust] es [Sust] que [Sust];General;"{""El primer paso"": ""Lo primero"", ""es el que cuesta"": ""es reconocerlo""}";8c96da15af10047688743ff66ed63f6ce2b9ba1fa23e49e5f511058c841e0c5f;
58650;1820;El primer paso es el que cuesta;"El primer paso es el "" reconocimiento";Sustitución;;El primer paso es el [Sust];General;"{""que cuesta"": ""reconocimiento""}";55c781f9aec57e52eecb755f21503085c6132a852be1e99b9ae659361daa4f01;
58650;1820;El primer paso es el que cuesta;El primer mes cuesta sólo 1€ y sin permanencia.;Sustitución;Metasemema;El primer [Sust] es el que [Sust];Comercial/Promociones;"{""paso"": ""mes"", ""cuesta"": ""cuesta sólo 1€ y sin permanencia""}";7d740aa1c8dfe40eec7a7585003edcc59f31804ab44d35c8385e3f4614ab3117;
58653;1841;El que avisa no es traidor;El que avisa se excusa!;Sustitución;Metalogismo;El que [Verbo] [Predicado];General;"{""avisa no es traidor"": ""avisa se excusa""}";60d080c28288b60039d780e07a61c6b175e0beeac7f14f928222fc29f0ad3575;
58661;1869;El que la sigue la consigue;El que consigue la tarjeta, consigue el barco.;Sustitución;;El que [Sust] la [Sust], [Sust] la [Sust];General;"{""la sigue"": ""consigue la tarjeta"", ""consigue"": ""consigue el barco""}";ad9cca947147f7b178cb131ba4202d857789aa27cf3ba42a372c0c95cbd5d699;
58666;1878;El que no corre, vuela;A kipchoge, que no corre, levita.;Sustitución;Metalogismo;A [Sust], que no [Verbo], [Verbo];Deportes/Atletismo;"{""El que"": ""A kipchoge"", ""corre"": ""corre"", ""vuela"": ""levita""}";1044ede881abb2283396a1aa412f19f3af1f2a7d4bbd9c6cabc3f02c6bbe7dd1;
58666;1878;El que no corre, vuela;En la web el que no corre, habla;Sustitución;;En [Lugar] el que no [Acción], [Acción];Tecnología/Internet;"{""vuela"": ""habla"", """": ""En la web""}";589dc72a75bff07f34001e5333fed14486fb958c20488800a00fd1393c03e783;
58666;1878;El que no corre, vuela;Clarito el “tolo”, el que no corre, no sirve.;Adición;Sustitución;[Adición] el que no [Sust], [Sust];General;"{""vuela"": ""no sirve"", """": ""Clarito el “tolo”""}";7435ce09d8a520f7316a1257f6b7d7e5f107beb78dcb19588e2438638ad79fc9;
58666;1878;El que no corre, vuela;Los demás, los que no corre, vuelan.;Permutación;Adición;Los [Sust], los que no [Verbo], [Verbo];General;"{""El que"": ""Los demás, los que"", ""corre"": ""corre"", ""vuela"": ""vuelan""}";000b5c704fe0532e5dcea43ea67fc896318268c85c09f5a8c31474b63cbba17e;
58666;1878;El que no corre, vuela;El que no corre, va en ferrari.;Sustitución;;El que no [Verbo], [Sust];Velocidad/Movimiento;"{""vuela"": ""va en ferrari""}";c5b47935093add6b1e7b724ab005c84580cd7eeb61facdd5e39727bc6bb36591;
58666;1878;El que no corre, vuela;El que no corre, disfruta del espectáculo.;Sustitución;Anacoluto;El que no [Verbo], [Verbo/Expresión];General;"{""vuela"": ""disfruta del espectáculo""}";bd9fb18d86f04910556a12f0c360d9d7c74bd4b634a02c08cd05bc48105838b7;
